,,,a,,,,
Region code,Region label,Commodity code,Commodity description, Estimate , Estimate - Relative Standard Error (Percent) , Number of agricultural businesses , Number of agricultural businesses - Relative Standard Error (Percent) 
307011175,Miles - Wandoan,AGWATROCRPAHACOT_F,Water use - Cotton - Area watered (ha),"2,183",^,9,^
307011175,Miles - Wandoan,AGWATROCRPAMLCOT_F,Water use - Cotton - Volume applied (ML),"15,430",^,9,^
307011175,Miles - Wandoan,Watapp_Cotton_rate_F,Water use - Cotton - Application rate (ML/ha),7.1,,..,
307011175,Miles - Wandoan,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"20,109",^,61,
307011175,Miles - Wandoan,AGWATROTHCRPAHA_F,Water use - Other crops n.e.c. - Area watered (ha),371,*,3,*
307011175,Miles - Wandoan,AGWATROTHCRPAML_F,Water use - Other crops n.e.c. - Volume applied (ML),447,*,3,*
307011175,Miles - Wandoan,Watapp_Oth_crops_rate_F,Water use - Other crops n.e.c. - Application rate (ML/ha),1.2,^,..,
307011176,Roma,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"284,625",^,60,
307011176,Roma,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),60,,60,
307011176,Roma,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),1,*,1,*
307011176,Roma,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"1,179",*,1,*
307011176,Roma,AGWATERSRCAMLRIV_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1,179",*,1,*
307011176,Roma,AGWATSCRVNCAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","1,179",*,1,*
307011176,Roma,AGWATRPRODAHA_F,Water use - Total area watered (ha),472,*,1,*
307011176,Roma,AGWATRPRODAML_F,Water use - Total volume applied (ML),"1,179",*,1,*
307011176,Roma,Watapp_tarea_rate_F,Water use - Total application rate (ML/ha),2.5,,..,
307011176,Roma,AGLANDGRAZEHA_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),"260,755",^,58,
307011176,Roma,AGPASCRHAYSILAHA_F,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",410,*,4,^
307011176,Roma,AGWATRPHAYSILAHA_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),354,*,1,*
307011176,Roma,AGWATRPHAYSILAML_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),"1,002",*,1,*
307011176,Roma,Watapp_Hay_silage_rate_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),2.8,,..,
307011176,Roma,AGCEREALXRICHA_F,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","5,119",*,10,^
307011176,Roma,AGWATRCCRPGRSAHA_F,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",118,*,1,*
307011176,Roma,AGWATRCCRPGRSAML_F,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",177,*,1,*
307011176,Roma,Watapp_Other_cer_rate_F,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",1.5,,..,
307011176,Roma,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"3,156",*,6,^
307011177,Roma Surrounds,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"4,722,061",,640,
307011177,Roma Surrounds,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),640,,640,
307011177,Roma Surrounds,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),13,^,13,^
307011177,Roma Surrounds,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"26,642",^,13,^
307011177,Roma Surrounds,AGWATSRCAMLICH_F,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),"1,222",*,1,*
307011177,Roma Surrounds,AGWATSRCAMLONF_F,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"2,656",^,6,^
307011177,Roma Surrounds,AGWATERSRCAMLRIV_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","22,153",^,6,^
307011177,Roma Surrounds,AGWATSCRVCHAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","22,153",^,5,^
307011177,Roma Surrounds,AGWATSCRVNCAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",0,*,1,*
307011177,Roma Surrounds,AGWATSRCAMLGRN_F,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",11,*,2,*
307011177,Roma Surrounds,AGWATSRCAMLREC_F,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",600,,1,
307011177,Roma Surrounds,AGWATRPRODAHA_F,Water use - Total area watered (ha),"3,391",^,13,^
307011177,Roma Surrounds,AGWATRPRODAML_F,Water use - Total volume applied (ML),"25,144",^,13,^
307011177,Roma Surrounds,Watapp_tarea_rate_F,Water use - Total application rate (ML/ha),7.4,^,..,
307011177,Roma Surrounds,AGLANDGRAZEHA_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),"4,320,415",,610,
307011177,Roma Surrounds,AGWATRPACRAHAGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),258,*,2,*
307011177,Roma Surrounds,AGWATRPACRAMLGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),255,*,2,*
307011177,Roma Surrounds,Watapp_Pastcer_grz_rate_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),1.0,,..,
307011177,Roma Surrounds,AGPASCRHAYSILAHA_F,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","10,746",,60,
307011177,Roma Surrounds,AGWATRPHAYSILAHA_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),508,,4,*
307011177,Roma Surrounds,AGWATRPHAYSILAML_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),"4,107",,4,*
307011177,Roma Surrounds,Watapp_Hay_silage_rate_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),8.1,,..,
307011177,Roma Surrounds,AGVEGE_AHA_F,Water use - Vegetables - Total area grown (ha),0,*,1,*
307011177,Roma Surrounds,AGNURFLWTUAHA_F,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",2,*,1,*
307011177,Roma Surrounds,AGWATRNURSAHA_F,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",2,*,1,*
307011177,Roma Surrounds,AGWATRNURSAML_F,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",10,*,1,*
307011177,Roma Surrounds,Watapp_Nurseries_rate_F,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",4.0,,..,
307011177,Roma Surrounds,AGCEREALXRICHA_F,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","128,689",,120,
307011177,Roma Surrounds,AGWATRCCRPGRSAHA_F,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","1,336",^,5,^
307011177,Roma Surrounds,AGWATRCCRPGRSAML_F,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","3,087",^,5,^
307011177,Roma Surrounds,Watapp_Other_cer_rate_F,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",2.3,,..,
307011177,Roma Surrounds,AGCOTTPLTDAHA_F,Water use - Cotton - Total area grown (ha) (c),942,*,1,*
307011177,Roma Surrounds,AGWATROCRPAHACOT_F,Water use - Cotton - Area watered (ha),942,*,1,*
307011177,Roma Surrounds,AGWATROCRPAMLCOT_F,Water use - Cotton - Volume applied (ML),"16,823",*,1,*
307011177,Roma Surrounds,Watapp_Cotton_rate_F,Water use - Cotton - Application rate (ML/ha),17.9,,..,
307011177,Roma Surrounds,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"39,799",,75,
307011177,Roma Surrounds,AGWATROTHCRPAHA_F,Water use - Other crops n.e.c. - Area watered (ha),345,*,1,*
307011177,Roma Surrounds,AGWATROTHCRPAML_F,Water use - Other crops n.e.c. - Volume applied (ML),862,*,1,*
307011177,Roma Surrounds,Watapp_Oth_crops_rate_F,Water use - Other crops n.e.c. - Application rate (ML/ha),2.5,,..,
307011178,Tara,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"903,834",,284,
307011178,Tara,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),284,,284,
307011178,Tara,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),10,^,10,^
307011178,Tara,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"1,226",^,10,^
307011178,Tara,AGWATSRCAMLONF_F,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),479,*,5,^
307011178,Tara,AGWATERSRCAMLRIV_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",610,*,2,*
307011178,Tara,AGWATSCRVNCAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",610,*,2,*
307011178,Tara,AGWATSRCAMLGRN_F,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",137,*,3,*
307011178,Tara,AGWATRPRODAHA_F,Water use - Total area watered (ha),"1,034",^,10,^
307011178,Tara,AGWATRPRODAML_F,Water use - Total volume applied (ML),"1,226",^,10,^
307011178,Tara,Watapp_tarea_rate_F,Water use - Total application rate (ML/ha),1.2,,..,
307011178,Tara,AGLANDGRAZEHA_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),"580,279",,247,
307011178,Tara,AGWATRPACRAHAGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),16,*,1,*
307011178,Tara,AGWATRPACRAMLGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),63,*,1,*
307011178,Tara,Watapp_Pastcer_grz_rate_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),4.0,,..,
307011178,Tara,AGPASCRHAYSILAHA_F,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","4,640",^,30,
307011178,Tara,AGWATRPHAYSILAHA_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),657,*,6,^
307011178,Tara,AGWATRPHAYSILAML_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),798,*,6,^
307011178,Tara,Watapp_Hay_silage_rate_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),1.2,,..,
307011178,Tara,AGVEGE_AHA_F,Water use - Vegetables - Total area grown (ha),11,*,1,*
307011178,Tara,AGWATRVEGEAHA_F,Water use - Vegetables - Area watered (ha),11,*,1,*
307011178,Tara,AGWATRVEGEAML_F,Water use - Vegetables - Volume applied (ML),41,*,1,*
307011178,Tara,Watapp_Vegies_rate_F,Water use - Vegetables - Application rate (ML/ha),3.6,,..,
307011178,Tara,AGCEREALXRICHA_F,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","234,799",^,126,
307011178,Tara,AGWATRCCRPGRSAHA_F,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",350,*,3,*
307011178,Tara,AGWATRCCRPGRSAML_F,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",324,*,3,*
307011178,Tara,Watapp_Other_cer_rate_F,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",0.9,^,..,
307011178,Tara,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"17,983",^,53,
307021179,Crows Nest - Rosalie,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"181,797",,386,
307021179,Crows Nest - Rosalie,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),386,,386,
307021179,Crows Nest - Rosalie,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),40,,40,
307021179,Crows Nest - Rosalie,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"2,366",^,40,
307021179,Crows Nest - Rosalie,AGWATSRCAMLONF_F,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"1,157",*,15,^
307021179,Crows Nest - Rosalie,AGWATSRCAMLGRN_F,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","1,185",^,34,
307021179,Crows Nest - Rosalie,AGWATSRCAMLMNS_F,Water source - Town or reticulated mains supply - Total volume used (ML),24,*,1,*
307021179,Crows Nest - Rosalie,AGWATRPRODAHA_F,Water use - Total area watered (ha),"1,361",^,40,
307021179,Crows Nest - Rosalie,AGWATRPRODAML_F,Water use - Total volume applied (ML),"2,382",^,40,
307021179,Crows Nest - Rosalie,Watapp_tarea_rate_F,Water use - Total application rate (ML/ha),1.8,,..,
307021179,Crows Nest - Rosalie,AGLANDGRAZEHA_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),"142,705",,335,
307021179,Crows Nest - Rosalie,AGWATRPACRAHAGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),85,*,6,^
307021179,Crows Nest - Rosalie,AGWATRPACRAMLGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),329,*,6,^
307021179,Crows Nest - Rosalie,Watapp_Pastcer_grz_rate_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),3.9,*,..,
307021179,Crows Nest - Rosalie,AGPASCRHAYSILAHA_F,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","5,164",,97,
307021179,Crows Nest - Rosalie,AGWATRPHAYSILAHA_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),97,*,5,^
307021179,Crows Nest - Rosalie,AGWATRPHAYSILAML_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),456,*,5,^
307021179,Crows Nest - Rosalie,Watapp_Hay_silage_rate_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),4.7,^,..,
307021179,Crows Nest - Rosalie,AGVEGE_AHA_F,Water use - Vegetables - Total area grown (ha),46,*,5,^
307021179,Crows Nest - Rosalie,AGWATRVEGEAHA_F,Water use - Vegetables - Area watered (ha),46,*,5,^
307021179,Crows Nest - Rosalie,AGWATRVEGEAML_F,Water use - Vegetables - Volume applied (ML),133,*,5,^
307021179,Crows Nest - Rosalie,Watapp_Vegies_rate_F,Water use - Vegetables - Application rate (ML/ha),2.9,^,..,
307021179,Crows Nest - Rosalie,AGFRUT_AHA_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",813,^,27,
307021179,Crows Nest - Rosalie,AGWATRFRUTAHA_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",735,^,23,
307021179,Crows Nest - Rosalie,AGWATRFRUTAML_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",689,^,23,
307021179,Crows Nest - Rosalie,Watapp_Fruit_rate_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",0.9,^,..,
307021179,Crows Nest - Rosalie,AGNURFLWTUAHA_F,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",45,^,6,^
307021179,Crows Nest - Rosalie,AGWATRNURSAHA_F,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",27,^,2,^
307021179,Crows Nest - Rosalie,AGWATRNURSAML_F,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",12,*,2,^
307021179,Crows Nest - Rosalie,Watapp_Nurseries_rate_F,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",0.4,,..,
307021179,Crows Nest - Rosalie,AGCEREALXRICHA_F,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","11,552",,93,
307021179,Crows Nest - Rosalie,AGWATRCCRPGRSAHA_F,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",370,*,1,*
307021179,Crows Nest - Rosalie,AGWATRCCRPGRSAML_F,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",762,*,1,*
307021179,Crows Nest - Rosalie,Watapp_Other_cer_rate_F,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",2.1,,..,
307021179,Crows Nest - Rosalie,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"4,107",,48,
307021179,Crows Nest - Rosalie,AGWATROTHCRPAHA_F,Water use - Other crops n.e.c. - Area watered (ha),0,*,1,*
307021179,Crows Nest - Rosalie,AGWATROTHCRPAML_F,Water use - Other crops n.e.c. - Volume applied (ML),1,*,1,*
307021179,Crows Nest - Rosalie,Watapp_Oth_crops_rate_F,Water use - Other crops n.e.c. - Application rate (ML/ha),8.0,,..,
307021180,Jondaryan,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"172,120",,284,
307021180,Jondaryan,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),284,,284,
307021180,Jondaryan,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),83,,83,
307021180,Jondaryan,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"23,974",,83,
307021180,Jondaryan,AGWATSRCAMLONF_F,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"5,107",^,28,
307021180,Jondaryan,AGWATERSRCAMLRIV_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","6,801",^,19,^
307021180,Jondaryan,AGWATSCRVCHAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","3,782",^,13,^
307021180,Jondaryan,AGWATSCRVNCAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","3,019",^,7,^
307021180,Jondaryan,AGWATSRCAMLGRN_F,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","11,633",,70,
307021180,Jondaryan,AGWATSRCAMLREC_F,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",434,,1,
307021180,Jondaryan,AGWATRPRODAHA_F,Water use - Total area watered (ha),"9,686",,83,
307021180,Jondaryan,AGWATRPRODAML_F,Water use - Total volume applied (ML),"20,962",,83,
307021180,Jondaryan,Watapp_tarea_rate_F,Water use - Total application rate (ML/ha),2.2,,..,
307021180,Jondaryan,AGLANDGRAZEHA_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),"49,675",,175,
307021180,Jondaryan,AGWATRPACRAHAGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),433,^,18,^
307021180,Jondaryan,AGWATRPACRAMLGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),767,^,18,^
307021180,Jondaryan,Watapp_Pastcer_grz_rate_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),1.8,^,..,
307021180,Jondaryan,AGPASCRHAYSILAHA_F,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","5,577",,62,
307021180,Jondaryan,AGWATRPHAYSILAHA_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),"1,871",^,27,
307021180,Jondaryan,AGWATRPHAYSILAML_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),"4,945",^,27,
307021180,Jondaryan,Watapp_Hay_silage_rate_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),2.6,,..,
307021180,Jondaryan,AGVEGE_AHA_F,Water use - Vegetables - Total area grown (ha),19,*,5,^
307021180,Jondaryan,AGWATRVEGEAHA_F,Water use - Vegetables - Area watered (ha),19,*,2,^
307021180,Jondaryan,AGWATRVEGEAML_F,Water use - Vegetables - Volume applied (ML),127,*,2,^
307021180,Jondaryan,Watapp_Vegies_rate_F,Water use - Vegetables - Application rate (ML/ha),6.6,,..,
307021180,Jondaryan,AGCEREALXRICHA_F,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","74,960",,197,
307021180,Jondaryan,AGWATRCCRPGRSAHA_F,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","3,208",,31,
307021180,Jondaryan,AGWATRCCRPGRSAML_F,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","4,516",^,31,
307021180,Jondaryan,Watapp_Other_cer_rate_F,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",1.4,,..,
307021180,Jondaryan,AGCOTTPLTDAHA_F,Water use - Cotton - Total area grown (ha) (c),"7,751",,30,
307021180,Jondaryan,AGWATROCRPAHACOT_F,Water use - Cotton - Area watered (ha),"3,803",,23,
307021180,Jondaryan,AGWATROCRPAMLCOT_F,Water use - Cotton - Volume applied (ML),"10,025",,23,
307021180,Jondaryan,Watapp_Cotton_rate_F,Water use - Cotton - Application rate (ML/ha),2.6,,..,
307021180,Jondaryan,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"11,477",,96,
307021180,Jondaryan,AGWATROTHCRPAHA_F,Water use - Other crops n.e.c. - Area watered (ha),353,^,6,^
307021180,Jondaryan,AGWATROTHCRPAML_F,Water use - Other crops n.e.c. - Volume applied (ML),583,*,6,^
307021180,Jondaryan,Watapp_Oth_crops_rate_F,Water use - Other crops n.e.c. - Application rate (ML/ha),1.7,^,..,
307021181,Millmerran,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"269,350",,151,
307021181,Millmerran,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),151,,151,
307021181,Millmerran,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),30,,30,
307021181,Millmerran,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"26,698",^,30,
307021181,Millmerran,AGWATSRCAMLICH_F,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),817,**,2,**
307021181,Millmerran,AGWATSRCAMLONF_F,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"10,448",^,18,^
307021181,Millmerran,AGWATERSRCAMLRIV_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","6,950",*,6,^
307021181,Millmerran,AGWATSCRVCHAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","6,950",*,6,^
307021181,Millmerran,AGWATSRCAMLGRN_F,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","8,077",^,20,^
307021181,Millmerran,AGWATSRCAMLREC_F,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",406,^,3,*
307021181,Millmerran,AGWATRPRODAHA_F,Water use - Total area watered (ha),"9,496",^,30,
307021181,Millmerran,AGWATRPRODAML_F,Water use - Total volume applied (ML),"26,147",^,30,
307021181,Millmerran,Watapp_tarea_rate_F,Water use - Total application rate (ML/ha),2.8,,..,
307021181,Millmerran,AGLANDGRAZEHA_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),"176,716",^,110,
307021181,Millmerran,AGWATRPACRAHAGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),831,*,1,*
307021181,Millmerran,AGWATRPACRAMLGRZ_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),293,*,1,*
307021181,Millmerran,Watapp_Pastcer_grz_rate_F,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),0.4,,..,
307021181,Millmerran,AGPASCRHAYSILAHA_F,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",987,^,20,
307021181,Millmerran,AGWATRPHAYSILAHA_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),191,^,5,^
307021181,Millmerran,AGWATRPHAYSILAML_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),564,^,5,^
307021181,Millmerran,Watapp_Hay_silage_rate_F,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),3.0,^,..,
307021181,Millmerran,AGFRUT_AHA_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",211,,1,
307021181,Millmerran,AGWATRFRUTAHA_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",211,,1,
307021181,Millmerran,AGWATRFRUTAML_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",300,,1,
307021181,Millmerran,Watapp_Fruit_rate_F,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",1.4,,..,
307021181,Millmerran,AGCEREALXRICHA_F,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","41,464",,78,
307021181,Millmerran,AGWATRCCRPGRSAHA_F,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","1,818",*,4,*
307021181,Millmerran,AGWATRCCRPGRSAML_F,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","2,952",*,4,*
307021181,Millmerran,Watapp_Other_cer_rate_F,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",1.6,,..,
307021181,Millmerran,AGCOTTPLTDAHA_F,Water use - Cotton - Total area grown (ha) (c),"9,852",^,23,
307021181,Millmerran,AGWATROCRPAHACOT_F,Water use - Cotton - Area watered (ha),"5,711",^,22,^
307021181,Millmerran,AGWATROCRPAMLCOT_F,Water use - Cotton - Volume applied (ML),"20,697",^,22,^
307021181,Millmerran,Watapp_Cotton_rate_F,Water use - Cotton - Application rate (ML/ha),3.6,,..,
307021181,Millmerran,AGOTHCROPALL_AHA_F,Water use - Other crops n.e.c. - Total area grown (ha) (e),"12,580",^,45,
307021181,Millmerran,AGWATROTHCRPAHA_F,Water use - Other crops n.e.c. - Area watered (ha),736,*,4,^
307021181,Millmerran,AGWATROTHCRPAML_F,Water use - Other crops n.e.c. - Volume applied (ML),"1,341",*,4,^
307021181,Millmerran,Watapp_Oth_crops_rate_F,Water use - Other crops n.e.c. - Application rate (ML/ha),1.8,,..,
307021182,Pittsworth,AGLANDTOTLAHA_F,Area of holding - Total area (ha) (a),"85,581",,179,
307021182,Pittsworth,AGLANDTOTLHAFLAG_F,Number of agricultural businesses (no.),179,,179,
307021182,Pittsworth,AGWATRPRODFLAG_F,Number of agricultural businesses irrigating (no.),41,,41,
307021182,Pittsworth,AGWATRSRCASTML_F,Water source - Total volume of water from all sources (ML) (b),"13,597",,41,
307021182,Pittsworth,AGWATSRCAMLONF_F,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"8,701",,18,^
307021182,Pittsworth,AGWATERSRCAMLRIV_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",5,*,1,*
307021182,Pittsworth,AGWATSCRVNCAML_F,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",5,*,1,*
307021182,Pittsworth,AGWATSRCAMLGRN_F,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","4,862",^,35,
